代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
005938,工银精选金融地产混合C,,,,,,,
005939,工银新能源汽车混合A,,,,,,,
005940,工银新能源汽车混合C,,,,,,,
005941,工银优势品牌定开混合,,,,,,,
005943,工银聚福混合A,--,--,--,--,--,--,0.08%
005944,工银聚福混合C,--,--,--,--,--,--,0.06%
005945,工银可转债优选债券A,0.9966,-0.12%,-0.43%,--,--,--,-0.38%
005946,工银可转债优选债券C,0.9941,-0.15%,-0.62%,--,--,--,-0.63%
005947,德邦民裕进取量化混合A,0.8806,-3.40%,-11.37%,--,--,--,-11.31%
005948,德邦民裕进取量化混合C,0.8786,-3.45%,-11.56%,--,--,--,-11.52%
005949,鑫元行业轮动混合A,0.9460,-1.48%,-2.16%,--,--,--,-5.20%
005950,鑫元行业轮动混合C,--,--,--,--,--,--,0.00%
005951,民生加银恒益纯债A,1.0165,0.61%,1.22%,--,--,--,1.65%
005952,民生加银恒益纯债C,1.0766,0.60%,7.26%,--,--,--,7.67%
005953,人保转型新动力混合A,0.9355,-4.41%,-5.69%,--,--,--,-5.59%
005954,人保转型新动力混合C,0.9336,-4.45%,-5.86%,--,--,--,-5.78%
005955,易方达鑫转添利混合A,1.0066,0.49%,--,--,--,--,0.57%
005956,易方达鑫转添利混合C,1.0051,0.39%,--,--,--,--,0.42%
005957,华夏聚丰混合(FOF)A,,,,,,,
005958,华夏聚丰混合(FOF)C,,,,,,,
005959,财通新视野灵活配置混合C,0.9470,-2.87%,-4.62%,--,--,--,-4.72%
005960,博时量化价值股票A,0.9053,-3.17%,-8.47%,--,--,--,-8.26%
005961,博时量化价值股票C,0.9031,-3.23%,-8.66%,--,--,--,-8.49%
005962,宝盈人工智能股票A,0.9342,-5.36%,--,--,--,--,-5.37%
005963,宝盈人工智能股票C,0.9329,-5.44%,--,--,--,--,-5.50%
005964,中欧安财定开债发起式,1.0296,0.69%,2.34%,--,--,--,3.38%
005965,安信中证500指数增强A,,,,,,,
005966,安信中证500指数增强C,,,,,,,
005967,鹏华创新驱动混合,0.8012,-5.59%,-16.48%,--,--,--,-18.94%
005968,创金合信工业周期股票A,0.7900,-5.46%,-12.87%,--,--,--,-20.62%
005969,创金合信工业周期股票C,0.7878,-5.52%,-13.03%,--,--,--,-20.85%
005972,交银裕如纯债债券A,1.0230,0.79%,1.49%,--,--,--,2.30%
005973,交银裕如纯债债券C,1.0000,0.00%,0.00%,--,--,--,0.00%
005974,东方红配置精选混合A,0.9771,0.05%,0.07%,--,--,--,-2.02%
005975,东方红配置精选混合C,0.9751,0.01%,-0.06%,--,--,--,-2.22%
005976,长信稳进资产配置(FOF),--,1.95%,--,--,--,--,1.95%
005977,中信保诚至兴混合A,1.0056,0.22%,0.42%,--,--,--,0.47%
005978,中信保诚至兴混合C,1.0034,0.14%,0.22%,--,--,--,0.25%
005988,兴业纯债一年定开债A,1.0098,0.72%,1.26%,--,--,--,1.39%
005989,兴业纯债一年定开债C,1.0088,0.69%,1.17%,--,--,--,1.29%
005990,申万菱信安泰惠利纯债C,1.0064,0.66%,--,--,--,--,0.79%
005992,光大保德信超短债A,1.0154,0.30%,1.20%,--,--,--,1.56%
005993,光大保德信超短债C,1.0141,0.27%,1.09%,--,--,--,1.42%
005994,国投瑞银中证500量化增强,0.9792,-1.35%,--,--,--,--,-1.53%
005995,国投瑞银顺泓债券,1.0082,0.72%,1.48%,--,--,--,1.68%
005996,国投瑞银顺昌纯债债券,1.0033,0.32%,--,--,--,--,0.33%
005997,天弘裕利灵活配置混合C,1.0176,0.29%,0.76%,--,--,--,1.67%
005998,嘉实深证基本面120联接C,0.8606,-2.42%,-10.47%,--,--,--,-14.55%
005999,嘉实中证金融地产ETF联接C,0.9825,-0.49%,2.86%,--,--,--,-1.56%
006002,工银医药健康股票A,0.9829,-1.39%,--,--,--,--,-1.57%
