代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
004720,华夏睿磐泰茂混合A,0.9605,-0.04%,-0.62%,-3.26%,--,--,-3.91%
004721,华夏睿磐泰茂混合C,0.9581,-0.06%,-0.68%,-3.41%,--,--,-4.15%
004722,中银丰和定开债券,1.0426,0.66%,1.73%,3.77%,5.39%,--,5.99%
004723,中银丰实定开债,1.0169,0.67%,1.38%,3.48%,6.13%,--,7.31%
004724,先锋聚元灵活配置混合A,0.8824,-2.47%,-15.84%,-15.38%,--,--,-11.12%
004725,先锋聚元灵活配置混合C,0.8713,-2.50%,-15.90%,-15.48%,--,--,-12.25%
004726,先锋聚优A,0.7875,-0.04%,-8.94%,-13.16%,-21.50%,--,-21.32%
004727,先锋聚优C,0.8149,-0.06%,-8.99%,-10.07%,-18.76%,--,-18.58%
004728,中欧瑾泰灵活配置混合A,1.0266,0.37%,0.95%,1.96%,1.45%,--,2.58%
004729,中欧瑾泰灵活配置混合C,1.0213,0.36%,0.93%,1.91%,1.35%,--,2.05%
004730,建信量化事件驱动股票,0.7683,-2.77%,-12.27%,-21.88%,-23.51%,--,-23.43%
004731,万家瑞尧灵活配置混合A,0.7995,-7.79%,-21.30%,-22.77%,--,--,-20.20%
004732,万家瑞尧灵活配置混合C,0.7994,-7.80%,-21.27%,-22.75%,--,--,-20.21%
004734,中欧瑾灵灵活配置混合A,0.8494,-7.12%,-16.79%,-19.29%,--,--,-15.14%
004735,中欧瑾灵灵活配置混合C,0.8410,-7.18%,-16.95%,-19.68%,--,--,-15.97%
004736,富国鼎利纯债债券,1.0712,0.55%,2.04%,2.89%,7.91%,--,9.24%
004737,富国新优享灵活配置混合A,1.0658,-0.04%,0.00%,0.89%,3.71%,--,6.69%
004738,上投摩根安隆回报A,0.9953,0.22%,-0.77%,-0.83%,--,--,-0.45%
004739,上投摩根安隆回报C,0.9924,0.19%,-0.85%,-1.03%,--,--,-0.74%
004740,中欧瑞丰灵活配置混合C,0.8188,-4.26%,-14.44%,-16.93%,-20.41%,--,-18.21%
004741,农银汇理区间策略混合,0.9202,-4.97%,-12.44%,-11.85%,-8.86%,--,-7.44%
004742,易方达深证100ETF联接C,0.8795,-6.32%,-15.35%,-27.30%,-27.58%,--,-14.32%
004743,易方达上证中盘ETF联接C,1.1425,-3.91%,-8.35%,-17.20%,-19.49%,--,-7.95%
004744,易方达创业板ETF联接C,1.3372,-8.93%,-18.24%,-28.81%,-32.00%,--,-26.46%
004745,长盛创新驱动灵活配置混合,0.7552,-6.55%,-16.96%,-21.77%,-24.61%,--,-24.36%
004746,易方达上证50指数C,1.3227,-0.02%,-2.69%,-8.84%,-1.50%,--,13.65%
004747,富国新优享灵活配置混合C,1.0539,-0.09%,-0.15%,0.60%,2.88%,--,5.49%
004748,天弘策略精选混合C,0.7505,-8.97%,-20.10%,-30.33%,-29.49%,--,-25.32%
004749,华泰紫金天天金交易型货币B,1.4664,0.24%,0.78%,1.63%,3.63%,--,4.15%
004750,广发鑫和灵活配置混合A,1.0529,0.32%,0.74%,2.83%,--,--,5.22%
004751,广发鑫和灵活配置混合C,1.0509,0.29%,0.64%,2.63%,--,--,5.02%
004752,广发中证传媒ETF联接A,0.6339,-9.52%,-20.84%,-33.14%,--,--,-36.60%
004753,广发中证传媒ETF联接C,0.6345,-9.54%,-20.85%,-33.13%,--,--,-36.54%
004754,广发汇祥一年定期债券A,,,,,,,
004755,广发汇祥一年定期债券C,,,,,,,
004756,国寿安保稳吉混合A,1.0143,0.56%,0.70%,0.98%,--,--,1.48%
004757,国寿安保稳吉混合C,1.0137,0.56%,0.69%,0.95%,--,--,1.42%
004760,国寿安保稳瑞混合A,0.9879,0.41%,-0.52%,-0.57%,--,--,-1.21%
004761,国寿安保稳瑞混合C,0.9870,0.40%,-0.54%,-0.63%,--,--,-1.29%
004763,中科沃土沃嘉混合A,0.8304,-2.02%,-6.58%,-13.24%,--,--,-17.66%
004764,中科沃土沃嘉混合C,0.8287,-2.04%,-6.63%,-13.31%,--,--,-17.83%
004767,中银智享债券,1.0512,0.67%,1.54%,3.93%,--,--,5.18%
004768,申万菱信价值优享混合,,,,,,,
004769,申万菱信价值优先混合,0.8245,-2.33%,-10.84%,-16.80%,--,--,-17.41%
004770,海富通添益货币A,0.7689,0.24%,0.85%,1.88%,4.13%,--,4.40%
004771,海富通添益货币B,0.8296,0.26%,0.91%,2.00%,3.70%,--,3.70%
004772,国寿安保稳泰一年定开混合A,1.0137,-0.14%,1.10%,1.29%,0.65%,--,1.11%
004773,国寿安保稳泰一年定开混合C,1.0069,-0.19%,0.92%,0.97%,0.01%,--,0.41%
004774,添富添福吉祥混合,1.0562,0.90%,-0.96%,-1.25%,2.40%,--,5.24%
004775,嘉实新添泽定期混合,1.0289,0.76%,-0.43%,-0.09%,1.40%,--,2.80%
004776,鹏华金元宝货币,1.0794,0.25%,0.90%,1.95%,4.21%,--,5.76%
004777,国都消费升级灵活配置混合,0.6488,-12.62%,-24.33%,-31.01%,-38.63%,--,-35.42%
004780,招商招利一年理财债券,1.0025,0.19%,-3.00%,-2.05%,-0.18%,--,0.23%
004783,中融量化智选混合C,0.8608,-5.17%,-9.54%,-19.52%,-23.78%,--,-13.95%
004784,招商稳健优选股票,0.7453,0.76%,-13.34%,-18.84%,-25.46%,--,-25.42%
004785,中融量化多因子混合C,0.7028,-8.96%,-12.65%,-23.84%,-33.79%,--,-30.03%
004786,渤海汇金汇添金货币A,0.5643,0.19%,0.71%,1.60%,3.54%,--,4.19%
004787,渤海汇金汇添金货币B,0.6306,0.21%,0.77%,1.72%,3.79%,--,4.48%
004788,富荣福泰混合A,0.7918,-4.18%,-10.93%,-21.56%,--,--,-20.27%
004789,富荣福泰混合C,0.7911,-4.20%,-10.95%,-21.60%,--,--,-20.34%
004790,富荣福安混合A,0.8959,-2.31%,-7.99%,-9.88%,--,--,-10.17%
004791,富荣福安混合C,0.8952,-2.32%,-8.01%,-9.92%,--,--,-10.23%
004792,富荣富乾债券A,1.0206,0.78%,1.82%,2.09%,--,--,7.04%
004793,富荣富乾债券C,1.0087,0.76%,1.74%,1.90%,--,--,5.85%
004794,富荣福鑫混合A,1.0045,-0.64%,-1.48%,-1.15%,--,--,-0.91%
004795,富荣福鑫混合C,0.9982,-0.65%,-1.54%,-1.26%,--,--,-1.10%
004796,广发钱袋子货币E,0.7202,0.23%,0.82%,1.82%,3.94%,--,5.00%
004797,国寿安保安盛纯债3个月定开债,1.0577,0.35%,1.67%,3.65%,--,--,5.79%
004798,建信智享添鑫定开混合,0.9878,-0.11%,-0.35%,-1.27%,--,--,-1.33%
004800,浦银安盛盛通定开债券,1.0214,0.36%,1.24%,2.66%,--,--,4.15%
004801,浦银安盛安久回报定开混合A,--,-0.46%,-0.59%,--,--,--,-1.30%
004802,浦银安盛安久回报定开混合C,--,-0.49%,-0.69%,--,--,--,-1.47%
004803,益民信用增利纯债一年定开A,1.0418,0.82%,2.95%,3.98%,--,--,4.16%
004804,益民信用增利纯债一年定开C,1.0378,0.78%,2.83%,3.76%,--,--,3.76%
004805,长信消费精选量化股票,0.8853,0.65%,-10.00%,-11.40%,--,--,-11.19%
004806,长信先机两年定开混合,--,-0.08%,-0.71%,-2.19%,--,--,-3.46%
004807,中银证券安弘债券A,1.0294,0.73%,1.30%,1.44%,2.52%,--,2.99%
004808,中银证券安弘债券C,1.0253,0.71%,1.22%,1.28%,2.18%,--,2.58%
004809,前海联合润丰混合A,--,--,--,--,--,--,0.01%
004811,万家现金宝B,0.8041,0.25%,0.85%,1.85%,3.94%,--,4.85%
004812,中欧先进制造股票A,0.7695,-6.09%,-13.84%,-20.05%,--,--,-22.10%
004813,中欧先进制造股票C,0.7665,-6.12%,-13.88%,-20.23%,--,--,-22.42%
004814,中欧红利优享混合A,0.8120,-0.01%,-12.78%,--,--,--,-18.59%
004815,中欧红利优享混合C,0.8089,-0.16%,-12.89%,--,--,--,-18.90%
004816,格林伯盛混合A,,,,,,,
004817,格林伯盛混合C,,,,,,,
004818,国寿安保目标策略混合发起A,0.6988,-3.51%,-16.13%,-27.18%,--,--,-30.17%
004819,国寿安保目标策略混合发起C,0.6976,-3.53%,-16.16%,-27.23%,--,--,-30.29%
004821,国寿安保安吉纯债半年定开债,1.0549,0.86%,2.88%,3.94%,5.41%,--,5.99%
004823,上投安裕回报A,--,--,--,--,--,--,0.10%
004824,上投安裕回报C,--,--,--,--,--,--,0.06%
004825,平安大华惠泽纯债,1.1119,0.59%,0.98%,2.05%,10.77%,--,11.86%
004826,平安大华惠悦纯债,1.0732,0.30%,-1.18%,-4.45%,6.90%,--,7.29%
004827,平安大华鑫荣混合A,0.9586,-0.96%,-3.15%,-4.60%,-4.46%,--,-4.18%
004828,平安大华鑫荣混合C,0.9516,-1.01%,-3.30%,-4.88%,-5.12%,--,-4.89%
004829,北信瑞丰兴瑞灵配,0.9721,1.69%,-1.84%,-3.64%,-3.53%,--,-2.57%
004831,汇添富鑫泽定开债A,1.0311,0.10%,1.39%,2.72%,--,--,3.04%
004832,汇添富鑫泽定开债C,--,--,--,--,--,--,0.00%
004833,先锋聚利混合A,0.8491,-4.01%,-16.39%,--,--,--,-15.27%
004834,先锋聚利混合C,0.8478,-4.07%,-16.47%,--,--,--,-15.39%
004836,中融鑫价值混合A,0.8442,-4.29%,-10.33%,-15.03%,--,--,-15.72%
004837,中融鑫价值混合C,0.8434,-4.31%,-10.38%,-15.12%,--,--,-15.83%
004838,信达澳银安益纯债,1.0264,0.53%,1.07%,2.23%,--,--,2.65%
004839,银华双月定期理财债券C,0.9602,0.29%,0.99%,2.09%,4.48%,--,5.87%
004840,东兴品牌精选混合A,,,,,,,
004841,博时合惠货币A,0.8707,0.27%,0.92%,1.99%,4.26%,--,5.62%
004844,中银利享定期开放债券,1.0152,0.66%,1.52%,3.54%,--,--,5.30%
004845,南华瑞盈混合发起A,0.6067,-10.53%,-23.45%,-33.63%,-39.46%,--,-39.24%
004846,南华瑞盈混合发起C,0.6020,-10.57%,-23.56%,-33.82%,-39.86%,--,-39.70%
004847,中欧聚信债券,,,,,,,
004848,中欧睿泓定开混合,--,-3.21%,-4.17%,-9.53%,--,--,-9.78%
004849,信诚货币E,0.5781,0.20%,0.70%,1.56%,3.55%,--,4.31%
004850,中欧弘涛一年定期开放债券,1.0395,0.55%,1.11%,2.21%,4.00%,--,4.25%
004851,广发医疗保健股票,0.9933,-8.08%,-28.00%,-22.41%,-8.16%,--,-0.93%
004852,广发价值回报混合A,1.0580,0.25%,0.92%,2.27%,--,--,5.70%
004853,广发价值回报混合C,1.0522,0.21%,0.81%,2.01%,--,--,5.12%
004854,广发中证全指汽车指数A,0.6861,-2.71%,-13.32%,-25.74%,-38.68%,--,-31.33%
